Constituent ID,History Total Years As Member,History Total Active Memberships
"201122787","2","0"
"201122788","1","0"
"201122789","1","0"
"201122790","1","0"
"201122791","3","0"
"201122792","8","1"
"201122793","2","0"
"201122794","6","0"
"201122796","1","0"
"201122797","1","0"
"201122801","1","0"
"201122802","2","0"
"201122803","1","0"
"2016355","4","1"
"201122813","1","0"
"201122814","2","0"
"201122819","8","1"
"201122824","1","0"
"201122825","8","1"
"201122826","1","0"
"201122827","1","0"
"201122828","1","0"
"201122829","1","0"
"201122831","1","0"
"201122832","1","0"
"201122833","2","0"
"201122834","1","0"
"201122835","2","0"
"201122836","1","0"
"201122837","1","0"
"201122838","1","0"
"201122839","1","0"
"201122840","1","0"
"201122841","1","0"
"201122842","1","0"
"201122843","2","0"
"201122846","1","0"
"201122847","3","0"
"201122848","1","0"
"201122853","1","0"
"201122854","1","0"
"201122860","1","0"
"201122864","3","0"
"201122865","1","0"
"201122866","1","0"
"201122867","1","0"
"201122868","1","0"
"201122869","1","0"
"201122870","1","0"
"201122871","1","0"
"201122872","1","0"
"201122874","1","0"
"201122875","1","0"
"201122876","1","0"
"201122877","1","0"
"201122878","1","0"
"201122879","1","0"
"201122880","1","0"
"201122882","1","0"
"201122883","4","0"
"201122884","1","0"
"201122885","1","0"
"201122886","1","0"
"201122887","1","0"
"201122888","6","0"
"201122889","1","0"
"201122890","1","0"
"201122892","1","0"
"201122893","1","0"
"201122894","2","0"
"201122895","8","1"
"201122896","6","0"
"201122897","1","0"
"201122898","1","0"
"201122899","5","0"
"201122900","1","0"
"201122901","1","0"
"201122902","1","0"
"201122903","8","1"
"201122904","1","0"
"201122905","1","0"
"201122906","1","0"
"201122907","1","0"
"201122908","1","0"
"201122909","1","0"
"201122910","1","0"
"201122912","1","0"
"201122915","3","0"
"201122916","1","0"
"201122920","1","0"
"201122921","1","0"
"201122922","1","0"
"201122929","5","0"
"201122930","1","0"
"201122931","1","0"
"201122932","1","0"
"201122934","1","0"
"201122936","1","0"
"201122937","1","0"
"201122938","8","1"
"201122941","3","0"
"201122941","2","0"
"201122941","4","0"
"201122941","4","0"
"201122944","1","0"
"201122947","3","0"
"201122950","1","0"
"201122951","1","0"
"201122952","1","0"
"201122953","8","1"
"201122954","5","0"
"201122955","1","0"
"201122956","1","0"
"201122957","1","0"
"201122958","1","0"
"201122960","1","0"
"201122961","1","0"
"201122963","1","0"
"201122968","1","0"
"201122969","1","0"
"201122970","5","0"
"201122971","7","0"
"201122973","1","0"
"201122974","1","0"
"201122978","4","0"
"201122979","8","1"
"201122980","1","0"
"201122981","1","0"
"201122982","1","0"
"201122983","8","1"
"201122986","1","0"
"201122988","1","0"
"201122989","3","0"
"201122995","8","1"
"201122996","1","0"
"201122997","1","0"
"201122998","1","0"
"201122999","1","0"
"201123000","1","0"
"201123012","1","0"
"201123013","1","0"
"201123016","8","1"
"201123018","1","0"
"201123019","1","0"
"201123020","1","0"
"201123022","1","0"
"201123024","1","0"
"201123025","1","0"
"201123031","1","0"
"201123032","1","0"
"201123033","1","0"
"201123034","1","0"
"201123036","1","0"
"201123038","1","0"
"201123041","1","0"
"201123042","1","0"
"20176838","2","0"
"201123047","1","0"
"201123048","8","1"
"201123049","5","0"
"201123050","1","0"
"201123051","1","0"
"201123052","1","0"
"201123053","8","2"
"201123054","1","0"
"201123055","1","0"
"201123056","1","0"
"201123058","1","0"
"201123059","1","0"
"201123060","4","0"
"201123063","1","0"
"201123064","1","0"
"201123065","1","0"
"201123066","6","0"
"201123067","2","0"
"201123068","2","0"
"201123070","1","0"
"201123076","1","0"
"201123077","1","0"
"201123079","1","0"
"201123084","1","0"
"201123085","3","0"
"201123086","1","0"
"201123087","5","0"
"201123088","1","0"
"201123090","1","0"
"201123092","1","0"
"201123093","1","0"
"201123097","1","0"
"201123099","1","0"
"201123102","1","0"
"201123103","1","0"
"201123104","1","0"
"201123105","1","0"
"201123106","1","0"
"201123107","1","0"
"201123108","1","0"
"201123109","1","0"
"201123110","1","0"
"201123111","7","0"
"201123112","8","0"
"201123113","2","0"
"201123114","1","0"
"201123115","1","0"
"201123116","1","0"
"201123117","1","0"
"201123118","8","1"
"201123119","2","0"
"201123119","0","0"
"201123120","1","0"
"201123121","1","0"
"201123123","1","0"
"201123124","8","1"
"201123125","1","0"
"201123126","1","0"
"201123128","1","0"
"201123129","1","0"
"201123130","8","1"
"201123131","1","0"
"201123132","8","1"
"201123133","1","0"
"201123134","1","0"
"201123135","1","0"
"201123136","1","0"
"201123137","2","0"
"201123138","1","0"
"201123139","1","0"
"201123140","1","0"
"201123141","1","0"
"201123142","1","0"
"201123143","1","0"
"201123144","1","0"
"201123148","3","0"
"201123149","1","0"
"201123150","1","0"
"201123151","1","0"
"201123152","1","0"
"201123164","1","0"
"201123153","1","0"
"201123154","1","0"
"201123155","8","1"
"201123156","1","0"
"201123157","1","0"
"201123158","5","0"
"201123159","1","0"
"201123160","1","0"
"201123161","1","0"
"201123162","1","0"
"201123163","1","0"
"201123165","1","0"
"201123166","1","0"
"201123167","1","0"
"201123168","1","0"
"201123169","1","0"
"201123170","1","0"
"201123171","1","0"
"201123172","1","0"
"201123173","1","0"
"201123174","1","0"
"201123175","2","0"
"201123176","1","0"
"201123178","1","0"
"201123179","1","0"
"201123180","1","0"
"201123181","1","0"
"201123182","2","0"
"201123183","1","0"
"201123184","1","0"
"201123185","1","0"
"201123186","1","0"
"201123187","1","0"
"201123188","4","0"
"201123189","1","0"
"201123190","1","0"
"201123192","1","0"
"201123193","1","0"
"201123194","2","0"
"201123195","2","1"
"20121","1","0"
"20122","0","0"
"20124","2","0"
"20125","1","0"
"20126","2","0"
"20127","2","0"
"20128","1","0"
"20129","1","0"
"201210","1","0"
"201211","1","0"
"201212","1","0"
"201213","1","0"
"201214","5","0"
"201215","1","0"
"201216","1","0"
"201217","1","0"
"201218","1","0"
"201219","1","0"
"201220","1","0"
"201221","4","0"
"201223","1","0"
"201224","3","0"
"201225","2","0"
"201226","4","0"
"201227","1","0"
"201228","1","0"
"201229","1","0"
"201231","2","0"
"201232","2","0"
"201233","1","0"
"201234","2","0"
"201235","1","0"
"201236","1","0"
"201237","1","0"
"201238","1","0"
"201240","5","0"
"201242","1","0"
"201243","3","0"
"201245","2","0"
"201246","1","0"
"201247","5","0"
"201251","3","0"
"201253","1","0"
"201256","1","0"
"201257","2","0"
"201260","4","0"
"201261","1","0"
"201262","1","0"
"201263","1","0"
"201264","2","0"
"201273","1","0"
"201274","1","0"
"201275","1","0"
"201276","1","0"
"201282","1","0"
"201283","4","0"
"201284","1","0"
"201285","7","0"
"201286","1","0"
"201287","1","0"
"201292","1","0"
"201293","8","1"
"201294","3","0"
"201295","8","1"
"201298","1","0"
"201299","1","0"
"201299","1","0"
"2012101","6","0"
"2012102","1","0"
"2012103","8","1"
"2012105","1","0"
"2012106","1","0"
"2012107","1","0"
"2012108","1","0"
"2012109","1","0"
"2012110","4","0"
"2012111","1","0"
"2012112","1","0"
"2012113","1","0"
"2012114","1","0"
"2012115","5","0"
"2012117","1","0"
"2012124","8","2"
"2012125","1","0"
"2012126","1","0"
"2012127","1","0"
"2012128","1","0"
"2012129","1","0"
"202020084","0","1"
"2012132","2","0"
"2012133","1","0"
"2012134","1","0"
"2012135","1","0"
"2012136","1","0"
"2012138","2","0"
"2012149","1","0"
"2012154","1","0"
"2012155","2","0"
"2012156","1","0"
"2012158","2","0"
"2012160","4","0"
"2012161","1","0"
"2012162","1","0"
"2012167","1","0"
"2012174","5","0"
"2012187","1","0"
"2012188","4","0"
"2012189","1","0"
"2012190","6","0"
"2012193","2","0"
"2012194","2","0"
"2012197","1","0"
"2012198","8","1"
"2012199","1","1"
"2012200","8","1"
"2012201","1","0"
"2012202","1","0"
"2012203","1","0"
"2012204","1","0"
"2012205","4","0"
"2012206","8","1"
"2012207","1","0"
"2012208","8","0"
"2012212","1","0"
"2012215","1","0"
"2012218","4","0"
"2012219","1","0"
"2012221","7","0"
"2012222","1","0"
"2012223","1","0"
"2012224","1","0"
"2012225","1","0"
"2012226","1","0"
"2012227","5","0"
"2012228","1","0"
"2012229","1","0"
"2012230","1","0"
"2012231","3","0"
"2012232","3","0"
"2012233","3","0"
"2012234","1","0"
"2012235","1","0"
"2012236","1","0"
"2012238","1","0"
"2012246","1","0"
"2012247","8","1"
"2012248","1","0"
"2012251","1","0"
"2012253","7","0"
"2012254","2","0"
"2012255","1","0"
"2012257","1","0"
"2012258","1","0"
"2012259","1","0"
"2012260","3","0"
"2012261","1","0"
"2012262","2","0"
"2012264","2","0"
"2012265","1","0"
"2012266","7","0"
"2012270","1","0"
"2012271","1","0"
"2012278","1","0"
"2012279","2","0"
"2012280","2","0"
"2012285","8","1"
"2012286","1","0"
"2012287","1","0"
"2012288","1","0"
"2012289","1","0"
"2012290","8","0"
"2012291","1","0"
"2012294","8","1"
"2012295","1","0"
"2012297","2","0"
"2012298","2","0"
"2012299","1","0"
"2012300","1","0"
"2012527","1","0"
"2012528","4","0"
"2012529","1","0"
"2012530","1","0"
"2012531","2","0"
"2012532","1","0"
"2012533","1","0"
"2012534","3","0"
"2012535","1","0"
"2012536","1","0"
"2012537","1","0"
"2012538","1","0"
"2012539","1","0"
"2012540","1","0"
"2012541","2","0"
"2012544","1","0"
"2012545","1","0"
"2012546","1","0"
"2012548","1","0"
"2012549","1","0"
"2012550","1","0"
"2012552","6","0"
"2012553","3","0"
"2012560","1","0"
"2012561","1","0"
"2012562","8","1"
"2012564","8","1"
"2012569","1","0"
"2012578","1","0"
"2012579","1","0"
"2012582","6","0"
"2012583","5","0"
"2012586","1","0"
"2012597","2","0"
"2012598","3","0"
"2012599","1","0"
"2012600","2","0"
"2012601","1","0"
"2012602","6","0"
"2012603","1","0"
"2012604","1","0"
"2012605","1","0"
"2012606","1","0"
"2012607","1","0"
"2012608","1","0"
"2012609","1","0"
"2012610","1","0"
"2012611","1","0"
"2012612","1","0"
"2012613","1","0"
"2012615","1","0"
"2012616","1","0"
"2012617","1","0"
"2012618","1","0"
"2012619","1","0"
"2012620","3","0"
"2012621","1","0"
"2012622","2","0"
"2012623","1","0"
"2012625","1","0"
"2012625","3","0"
"2012786","1","0"
"2012828","4","0"
"2012906","1","0"
"2012915","1","0"
"20121157","1","0"
"20121159","1","0"
"20121323","2","1"
"20121429","1","0"
"20121430","1","0"
"20121431","1","0"
"20121432","8","1"
"20121433","8","1"
"20121434","1","0"
"20121435","2","0"
"20121437","1","0"
"20121438","8","1"
"20121439","1","0"
"20121440","2","0"
"20121446","1","0"
"20121451","1","0"
"20121452","1","0"
"20121453","1","0"
"20121454","4","0"
"20121455","1","0"
"20121465","1","0"
"20121466","1","0"
"20121467","1","0"
"20121468","1","0"
"20121469","1","0"
"20121470","1","0"
"20121471","1","0"
"20121472","2","0"
"20121473","1","0"
"20121474","1","0"
"20121475","1","0"
"20121476","1","0"
"20121477","1","0"
"20121495","4","0"
"20121496","2","0"
"20121496","1","0"
"20121496","5","0"
"20121498","1","1"
"20121499","3","0"
"20121500","1","0"
"20121501","1","0"
"20121502","2","0"
"2016783","11","1"
"20121503","1","0"
"20121504","7","0"
"20121505","2","0"
"20121507","1","0"
"20121508","4","0"
"20121510","1","0"
"20121511","1","0"
"20121512","7","0"
"20121514","1","0"
"20121515","1","0"
"20121516","1","0"
"20121517","1","0"
"20121518","1","0"
"20121519","4","0"
"20121520","4","0"
"20121521","1","0"
"20121522","4","0"
"20121523","5","0"
"20121524","1","0"
"20121525","1","0"
"20121526","1","0"
"20121527","7","0"
"20121528","3","0"
"20121529","8","1"
"20121530","3","1"
"20121531","2","0"
"20121532","4","1"
"20121537","1","0"
"20121539","3","0"
"20121540","3","0"
"20121542","1","0"
"20121544","1","0"
"20121548","7","1"
"20121552","1","0"
"20121559","1","0"
"20121574","1","0"
"20121583","1","0"
"20121590","8","1"
"20121591","1","0"
"20121592","1","0"
"20121593","1","0"
"20121595","1","0"
"20121597","1","0"
"20121598","1","0"
"20121599","1","0"
"20121602","1","0"
"20121603","1","0"
"20121605","1","0"
"20121606","2","0"
"20121607","1","0"
"20121610","1","0"
"20121611","5","0"
"20121612","1","0"
"20121613","1","0"
"20121614","1","0"
"20121615","1","0"
"20121617","1","0"
"20121618","4","0"
"20121619","1","0"
"20121620","3","0"
"20121622","1","0"
"20121623","1","0"
"20121624","3","0"
"20121625","1","0"
"20121626","1","0"
"20121627","1","0"
"20121628","8","0"
"20121629","3","0"
"20121630","1","0"
"20121631","8","0"
"20121632","1","0"
"20121633","1","0"
"20121634","1","0"
"20121635","7","0"
"20121658","2","0"
"20121662","5","0"
"20121663","8","1"
"20121664","1","0"
"20121666","1","0"
"20121667","4","0"
"20121668","4","0"
"20121669","1","0"
"20121670","1","0"
"20121671","1","0"
"20121680","1","0"
"20121681","1","0"
"20121682","1","0"
"20121684","2","0"
"20121685","1","0"
"20121686","1","0"
"20121687","1","0"
"20121688","2","0"
"20121689","2","0"
"20121691","3","0"
"20121692","8","1"
"20121693","7","0"
"20121694","4","0"
"20121696","5","1"
"20121703","1","0"
"20121704","1","0"
"20121705","3","0"
"20121706","3","0"
"20121707","1","0"
"20121708","1","0"
"20121709","1","0"
"20121715","1","0"
"20121716","1","0"
"20121717","4","0"
"20121718","1","0"
"20121719","1","0"
"20121720","2","0"
"20121722","1","0"
"20121723","1","0"
"20121724","1","0"
"20121729","7","0"
"20121736","1","0"
"20121737","2","0"
"20121738","1","0"
"20121739","8","1"
"20121740","1","0"
"20121741","2","0"
"20121742","1","0"
"20121743","1","0"
"20121744","5","0"
"20121745","1","0"
"20121746","5","0"
"20121747","3","0"
"20121748","1","0"
"20121749","4","0"
"20121750","3","0"
"20121751","4","0"
"20121752","1","0"
"20121753","1","0"
"20121754","1","0"
"20121755","8","1"
"20121756","1","0"
"20121757","2","0"
"20121758","1","0"
"20121759","1","0"
"20121760","1","0"
"20121764","5","0"
"20121765","1","0"
"20121770","1","0"
"20121771","1","0"
"20121772","8","1"
"20121773","1","0"
"20121775","1","0"
"20121778","1","0"
"20121780","2","0"
"20121781","1","0"
"20121782","1","0"
"20121785","2","0"
"20121789","1","0"
"20121790","1","0"
"20121791","1","0"
"20121792","1","0"
"20121793","3","0"
"20121794","1","0"
"20121795","3","0"
"20121796","1","0"
"20121798","1","0"
"20121799","1","0"
"20121800","1","0"
"20121801","1","0"
"20121802","1","0"
"20121803","1","0"
"20121804","1","0"
"20121805","1","0"
"20121806","1","0"
"20121808","1","0"
"20131267","7","0"
"20121809","1","0"
"20121811","1","0"
"20121812","8","1"
"20121813","6","0"
"20121814","4","0"
"20121815","1","0"
"20121817","1","0"
"20121818","1","0"
"20121819","1","0"
"20121820","1","0"
"20121822","1","0"
"20121823","1","0"
"20121824","1","0"
"20121828","1","0"
"20121829","1","0"
"20121830","4","0"
"20121831","1","0"
"20121832","1","0"
"20121833","1","0"
"20121834","1","0"
"20121835","1","0"
"20121836","1","0"
"20121837","1","0"
"20121838","1","0"
"20121839","1","0"
"20121840","1","0"
"20121841","2","0"
"20121842","1","0"
"20121843","1","0"
"20121844","3","0"
"20121847","4","0"
"20121848","8","1"
"20121849","1","0"
"20121850","1","0"
"20121851","1","0"
"20121855","3","0"
"20121856","1","0"
"20121857","1","0"
"20121859","1","0"
"20121860","1","0"
"20121861","1","0"
"20121862","1","0"
"20121863","1","0"
"20121864","1","0"
"20121865","1","0"
"20121866","1","0"
"20121867","1","0"
"20121868","1","0"
"20121869","4","0"
"20121870","1","0"
"20121871","1","0"
"20121872","1","0"
"20121873","1","0"
"20121874","1","0"
"20121875","1","0"
"20121876","1","0"
"20121877","4","0"
"20121878","1","0"
"20121879","1","0"
"20121880","2","0"
"20121881","8","1"
"20121882","2","0"
"20121883","1","0"
"20121884","5","0"
"20121886","1","0"
"20121887","1","0"
"20121888","2","0"
"20121889","1","0"
"20121898","1","0"
"20121899","1","0"
"20121900","1","0"
"20121901","5","0"
"20121902","1","0"
"20121903","1","0"
"20121904","1","0"
"20121905","1","0"
"20121906","1","0"
"20121907","1","0"
"20121908","1","0"
"20121909","4","0"
"20121910","1","0"
"20121911","1","0"
"20121926","1","1"
"20121938","1","0"
"20121941","3","0"
"20121942","8","1"
"20121945","3","0"
"20121946","1","0"
"20121947","3","0"
"20121948","4","0"
"20121949","1","0"
"20121961","1","0"
"20121965","1","0"
"20121966","1","0"
"20121967","1","0"
"20121985","2","0"
"20121987","8","1"
"20121988","2","0"
"20121990","1","0"
"20121991","1","0"
"20121992","2","0"
"20121993","1","0"
"20121994","1","0"
"20121995","2","0"
"20121996","1","0"
"20121997","1","0"
"20121998","1","0"
"20121999","1","0"
"20122000","3","0"
"20122001","1","0"
"20122003","2","0"
"20122005","1","0"
"20122007","1","0"
"20122008","3","0"
"20122020","1","0"
"20122021","1","0"
"20122022","1","0"
"20122023","1","0"
"20122024","1","0"
"20122025","1","0"
"20122034","1","0"
"20122035","1","0"
"20122036","4","0"
"20122037","1","0"
"20122038","3","0"
"20122043","1","0"
"20122052","1","0"
"20122070","3","0"
"20122071","8","1"
"20122072","1","0"
"20122073","8","1"
"20122074","2","0"
"20122075","1","0"
"20122076","8","0"
"20122077","1","0"
"20122078","5","0"
"20122079","1","0"
"20122080","1","0"
"20122081","1","0"
"20122082","8","1"
"20122083","5","0"
"20122084","1","0"
"20122085","1","0"
"20122086","8","1"
"20122087","8","1"
"20122097","1","0"
"20122124","1","0"
"20122125","4","1"
"20122128","1","0"
"20122129","1","0"
"20122130","1","0"
"20122131","1","0"
"20122132","1","0"
"20122133","1","0"
"20122134","1","0"
"20122135","1","0"
"20122136","1","0"
"20122138","1","0"
"20122140","1","0"
"20122141","1","0"
"20122142","1","0"
"20122143","1","0"
"20122177","3","0"
"20122182","11","1"
"20122182","4","1"
"20122182","3","1"
"20122182","2","1"
"20122182","1","1"
"20122200","2","0"
"20163610","1","0"
"20122212","2","0"
"20122214","1","0"
"20122216","1","0"
"20122217","2","0"
"20122218","8","1"
"20122219","1","0"
"20122220","1","0"
"20122230","1","0"
"20122231","8","1"
"20122232","1","0"
"20122233","4","0"
"20122263","1","1"
"20122263","11","1"
"20122263","4","1"
"20122263","3","1"
"20122263","2","1"
"20122234","1","0"
"20122235","1","0"
"20122237","3","0"
"20122239","1","0"
"20122252","1","0"
"20122253","1","0"
"20122254","6","0"
"20122255","1","0"
"20122256","1","0"
"20122257","1","0"
"20122258","8","1"
"20122259","1","0"
"20122260","1","0"
"20122261","1","0"
"20122277","1","0"
"20122278","1","0"
"20122280","5","1"
"20122295","1","1"
"20122301","3","0"
"20122302","1","0"
"20122314","1","0"
"20122319","1","0"
"20122320","1","0"
"20122321","1","0"
"20122322","1","0"
"20122335","2","0"
"20122352","1","0"
"20122354","1","0"
"20122355","6","0"
"20122358","1","0"
"20122360","1","0"
"20122363","5","1"
"20122366","1","0"
"20122367","1","0"
"20122369","8","1"
"20122372","1","0"
"20131224","2","0"
"20122376","1","0"
"20122380","1","0"
"20122398","1","0"
"20122399","2","0"
"20122400","6","0"
"20122401","1","0"
"20122402","1","0"
"20122403","6","0"
"20122404","2","0"
"20122405","2","0"
"20122406","1","0"
"20122407","1","0"
"20122408","1","0"
"20122409","1","0"
"20122410","1","0"
"20122411","1","0"
"20122412","1","0"
"20122413","1","0"
"20122414","1","0"
"20122415","1","0"
"20122416","1","0"
"20122417","1","0"
"20122418","1","0"
"20122419","1","0"
"20122420","1","0"
"20122421","1","0"
"20122422","1","0"
"20122426","1","0"
"20122435","1","0"
"20122436","1","0"
"20122440","1","0"
"20122452","2","0"
"20122454","1","0"
"20122455","8","1"
"20122456","1","0"
"20122458","2","0"
"20122459","8","1"
"20122465","1","0"
"20122466","1","0"
"20122469","1","0"
"20122471","1","0"
"20122472","1","0"
"20122474","1","0"
"20122475","1","0"
"201914978","11","1"
"20122481","1","0"
"20122482","6","0"
"20122483","3","0"
"20122485","1","0"
"20122486","8","1"
"20122487","2","0"
"20122488","1","0"
"20122489","1","0"
"20122490","1","0"
"20122491","1","0"
"20122492","1","0"
"20122493","1","0"
"20122494","1","0"
"20122495","1","0"
"20122496","4","0"
"20122497","1","0"
"20122502","1","0"
"20122502","3","0"
"20122503","1","0"
"20122505","6","0"
"20122506","1","0"
"20122507","1","0"
"20122508","3","0"
"20122518","1","0"
"20122519","1","0"
"20122520","0","1"
"20122520","2","1"
"20122520","7","1"
"20122522","1","0"
"20122523","2","0"
"20122524","1","0"
"20122525","1","0"
"20122526","1","0"
"20122527","1","0"
"20122528","1","0"
"20122530","3","0"
"20122531","1","0"
"20122533","1","0"
"20122534","8","1"
"20122535","8","1"
"20122536","2","0"
"20122537","0","0"
"20122538","4","0"
"20122539","4","0"
"20122547","1","0"
"20122548","1","0"
"20122549","2","0"
"20122550","1","0"
"20122551","1","0"
"20122557","3","0"
"20122559","3","0"
"20122560","1","0"
"20122561","1","0"
"20122562","1","0"
"20122564","1","0"
"20122565","1","0"
"20122568","1","0"
"20122572","1","0"
"20122574","1","0"
"20122576","8","1"
"20122578","1","0"
"20122579","1","0"
"20122583","6","0"
"20122584","3","0"
"20122585","8","1"
"20122586","2","0"
"20122587","1","0"
"20122588","2","0"
"20122589","1","0"
"20122590","1","0"
"20122591","5","0"
"20122592","7","0"
"20122593","2","0"
"20122608","1","0"
"20122615","2","0"
"20122634","1","0"
"20122661","1","0"
"20122662","1","0"
"20122666","3","0"
"20122670","1","0"
"20122672","1","0"
"20122674","1","0"
"20122676","1","0"
"20122677","1","0"
"20122684","1","0"
"20122688","1","0"
"20122709","1","0"
"20122712","1","0"
"20122715","1","0"
"20122724","1","0"
"20122725","8","1"
"20122731","1","0"
"20122733","2","0"
"20122735","2","0"
"20122749","6","0"
"20122752","1","0"
"20122755","1","0"
"20122759","1","0"
"20122760","1","0"
"20122761","5","0"
"20122762","1","0"
"20122763","1","0"
"20122771","1","0"
"20122772","1","0"
"20122773","8","1"
"20122774","1","0"
"20122775","1","0"
"20122779","1","0"
"20122780","1","0"
"20122781","1","0"
"20122782","1","0"
"20122783","1","0"
"20122785","8","1"
"20122786","1","0"
"20122787","1","0"
"20122788","1","0"
"20122789","2","0"
"20122790","1","0"
"20122791","2","0"
"20122792","1","0"
"20122793","1","0"
"20122794","1","0"
"20122795","1","0"
"20122796","1","0"
"20122797","1","0"
"20122798","8","1"
"20122799","1","0"
"20122800","1","0"
"20122801","1","0"
"20122802","1","0"
"20122803","1","0"
"20122804","2","0"
"20122805","1","0"
"20122806","8","1"
"20122807","1","0"
"20122808","1","0"
"20122809","1","0"
"20122810","1","0"
"20122811","1","0"
"20122812","1","0"
"20122813","1","0"
"20122814","1","0"
"20122815","1","0"
"20122816","3","0"
"20122817","1","0"
"20122818","1","0"
"20122819","1","0"
"20122822","3","0"
"20122823","1","0"
"20122831","1","0"
"20122832","1","0"
"20122833","1","0"
"20122834","5","0"
"20122836","3","0"
"20122837","1","0"
"20122838","1","0"
"20122839","2","0"
"20122840","1","0"
"20122841","1","0"
"20122842","1","0"
"20122843","1","0"
"20122844","5","0"
"20122845","8","1"
"20122846","1","0"
"20122847","1","0"
"20122848","1","0"
"20122850","1","0"
"20122851","1","0"
"20122852","1","0"
"20122853","1","0"
"20122854","1","0"
"20122859","1","0"
"20122861","1","0"
"20122864","1","0"
"20122865","1","0"
"20122866","1","0"
"20122867","1","0"
"20122868","1","0"
"20122869","4","0"
"20122870","1","0"
"20122871","1","0"
"20122872","1","0"
"20122873","1","0"
"20122874","1","0"
"20122875","3","2"
"20122885","8","1"
"20122886","3","0"
"20122887","2","0"
"20122888","1","0"
"20122889","1","0"
"20122890","8","1"
"20122892","1","0"
"20122893","4","0"
"20122895","6","0"
"20122897","1","0"
"20122898","1","0"
"20122899","1","0"
"20122901","1","0"
"20122903","4","0"
"20122905","1","0"
"20122908","3","0"
"20122909","1","0"
"20122910","1","0"
"20122913","1","0"
"20122919","1","0"
"20122923","3","0"
"20122924","8","1"
"20122925","1","0"
"20122927","1","0"
"20122928","1","0"
"20122929","0","1"
"20122929","6","1"
"20122931","1","0"
"20122935","4","0"
"20122936","1","0"
"20122941","1","0"
"20122942","1","0"
"20122943","1","0"
"20122944","1","0"
"20122945","8","1"
"20122946","1","0"
"20122947","1","0"
"20122948","1","0"
"20122949","1","0"
"20122950","2","0"
"20122951","1","0"
"20122952","1","0"
"20122953","1","0"
"20122954","1","0"
"20122955","1","0"
"20122956","5","0"
"20122957","2","0"
"20122958","1","0"
"20122959","2","0"
"20122960","1","0"
"20122961","8","1"
"20122962","1","0"
"20122963","1","0"
"20122964","1","0"
"20122965","1","0"
"20122966","1","0"
"20122967","1","0"
"20122968","1","0"
"20122969","8","1"
"20122970","1","0"
"20122971","1","0"
"20122972","8","1"
"20122974","8","1"
"20122976","3","0"
"20122977","1","0"
"20122990","1","0"
"20122991","1","0"
"20122993","1","0"
"20122994","1","0"
"20122995","4","0"
"20122996","2","0"
"20122998","3","0"
"20122999","1","0"
"20123000","1","0"
"20123001","1","0"
"20123002","1","0"
"20123003","1","0"
"20123005","1","0"
"20123006","1","0"
"20123008","1","0"
"20123010","1","0"
"20123011","2","0"
"20123333","1","0"
"20123013","1","0"
"20123014","2","0"
"20123015","4","0"
"20123016","1","0"
"20123017","1","0"
"20123018","1","0"
"20123019","1","0"
"20123020","1","0"
"20123021","7","0"
"20123022","1","0"
"20123023","5","0"
"20123024","1","0"
"20123025","2","0"
"20123026","1","0"
"20123027","1","0"
"20123028","6","0"
"20123029","1","0"
"20123030","1","0"
"20123031","1","0"
"20123032","1","0"
"20123033","1","0"
"20123034","1","0"
"20123035","1","0"
"20123041","3","0"
"20123042","1","0"
"20123043","1","0"
"20123044","1","0"
"20123045","1","0"
"20123046","2","0"
"20123048","1","0"
"20123049","3","0"
"20123050","1","0"
"20123052","1","0"
"20123053","2","0"
"20123055","1","0"
"20123058","1","0"
"20123060","1","0"
"20123061","6","0"
"20123062","1","0"
"20123063","1","0"
"20123065","1","0"
"20123066","6","2"
"20123076","1","0"
"20123077","1","0"
"20123078","3","0"
"20123079","1","0"
"20123080","1","0"
"20123081","1","0"
"20123089","1","0"
"20123090","1","0"
"20123091","8","1"
"20123092","2","0"
"20123093","1","0"
"20123094","1","0"
"20123095","1","0"
"20123096","1","0"
"20123097","1","0"
"20123103","1","0"
"20123110","8","1"
"20123112","2","0"
"20123113","1","0"
"20123114","2","0"
"20123115","1","0"
"20123116","1","0"
"20123117","8","1"
"20123118","2","0"
"20123119","2","0"
"20123120","5","0"
"20123121","1","0"
"20123122","1","0"
"20123123","3","0"
"20123124","2","0"
"20123125","8","1"
"20123126","1","0"
"20123127","1","0"
"20123128","8","1"
"20123129","1","0"
"20123130","1","0"
"20123131","1","0"
"20123132","1","0"
"20123133","1","0"
"20123134","8","1"
"20123135","1","0"
"20123136","1","0"
"20123143","1","0"
"20123144","1","0"
"20123145","1","0"
"20123146","1","0"
"20123147","1","0"
"20123148","1","0"
"20123149","1","0"
"20123150","2","0"
"20123151","1","0"
"20123152","1","0"
"20123153","1","0"
"20123154","7","0"
"20123155","1","0"
"20123156","1","0"
"20123157","1","0"
"20123159","1","0"
"20123163","1","0"
"20123166","1","0"
"20123167","1","0"
"20123168","1","0"
"20123174","1","0"
"20123177","1","0"
"20123184","1","0"
"20123191","1","0"
"20123185","1","0"
"20123186","1","0"
"20123187","1","0"
"20123188","1","0"
"20123189","1","0"
"20123190","8","1"
"20123192","1","0"
"20123193","1","0"
"20123194","2","0"
"20123195","1","0"
"20123197","1","0"
"20123198","1","0"
"20123199","2","0"
"20123200","1","0"
"20123201","1","0"
"20123203","1","0"
"20123204","1","0"
"20123205","4","0"
"20123206","4","0"
"20123207","1","0"
"20123209","1","0"
"20123210","1","0"
"20123211","2","1"
"20123212","2","0"
"20123213","1","0"
