Constituent ID,History Total Years As Member,History Consecutive Years Without A Drop,Current Standing
"20132929","1","0","Dropped"
"20132930","1","0","Dropped"
"20132931","1","0","Dropped"
"20132934","1","0","Dropped"
"20132935","1","0","Dropped"
"20132936","1","0","Dropped"
"20132937","2","0","Dropped"
"20132938","7","7","Active"
"20132939","1","0","Dropped"
"20132940","1","0","Dropped"
"20132941","1","0","Dropped"
"20132942","7","7","Active"
"20132945","1","0","Dropped"
"20132946","1","0","Dropped"
"20132947","1","0","Dropped"
"20132954","1","0","Dropped"
"20132955","7","7","Active"
"20132956","2","0","Dropped"
"20132957","1","0","Dropped"
"20132965","1","0","Dropped"
"20132966","1","0","Dropped"
"20132967","1","0","Dropped"
"20132968","1","0","Dropped"
"20132969","1","0","Dropped"
"20132970","1","0","Dropped"
"20132978","7","0","Active"
"20132979","1","0","Dropped"
"20132980","1","0","Dropped"
"20132981","1","0","Dropped"
"20132982","1","0","Dropped"
"20132988","1","0","Dropped"
"20132989","1","0","Dropped"
"20132990","1","0","Dropped"
"20132991","1","0","Dropped"
"20132992","1","0","Dropped"
"20132993","7","2","Active"
"20133002","1","0","Dropped"
"20133003","1","0","Dropped"
"20133014","4","4","Active"
"20133015","1","0","Dropped"
"20133017","7","3","Active"
"20133018","1","0","Dropped"
"20133019","7","1","Active"
"20133020","1","0","Dropped"
"20133021","1","0","Dropped"
"20133028","1","0","Dropped"
"20133029","2","0","Dropped"
"20133030","1","0","Dropped"
"20133031","1","0","Dropped"
"20133032","1","0","Dropped"
"20133033","1","0","Dropped"
"20133040","1","0","Dropped"
"20133041","7","6","Active"
"20133042","7","1","Active"
"20133043","1","0","Dropped"
"20133044","3","0","Dropped"
"20133045","2","0","Dropped"
"20133046","1","0","Dropped"
"20133051","1","0","Dropped"
"20133055","1","0","Dropped"
"20133056","1","0","Dropped"
"20133057","1","0","Dropped"
"20133059","1","0","Dropped"
"20133060","2","0","Dropped"
"20133061","1","0","Dropped"
"20133063","7","3","Active"
"20133064","1","0","Dropped"
"20133065","1","0","Dropped"
"20133066","3","0","Dropped"
"20133067","1","0","Dropped"
"20133068","1","0","Dropped"
"20133069","1","0","Dropped"
"20133070","7","7","Active"
"20133071","1","0","Dropped"
"20133072","1","0","Dropped"
"20133073","1","0","Dropped"
"20133074","1","0","Dropped"
"20133075","7","7","Active"
"195970016","1","0","Dropped"
"195970138","1","0","Dropped"
"195982071","3","3","Active"
"195994917","2","0","Dropped"
"195994917","1","0","Dropped"
"195994917","11","11","Active"
"195994961","1","0","Dropped"
"196048441","1","0","Dropped"
"196048977","1","0","Dropped"
"196048977","2","0","Dropped"
"196048977","1","0","Dropped"
"196150713","1","0","Dropped"
"196220214","2","0","Dropped"
"196230488","1","0","Dropped"
"196230488","11","11","Active"
"196241009","1","0","Dropped"
"196410829","1","0","Dropped"
"196421932","1","0","Dropped"
"196494867","1","0","Dropped"
"196505136","4","4","Active"
"196538103","1","0","Dropped"
"196576666","1","0","Dropped"
"196610924","1","0","Dropped"
"196611257","1","0","Dropped"
"196611257","1","0","Dropped"
"196611297","5","0","Dropped"
"196611346","1","0","Dropped"
"196615029","1","0","Dropped"
"196616381","1","0","Dropped"
"196676268","11","11","Active"
"196696107","1","0","Dropped"
"196712236","8","0","Dropped"
"196712262","1","0","Dropped"
"196712348","1","0","Dropped"
"196713042","3","3","Active"
"196722277","9","3","Active"
"196740133","1","0","Dropped"
"196782584","0","0","Active"
"196782584","1","0","Dropped"
"196881191","1","0","Dropped"
"196884267","2","0","Dropped"
"196937798","1","1","Active"
"196941414","1","0","Dropped"
"196944301","1","0","Dropped"
"196948417","1","0","Dropped"
"196949415","1","0","Dropped"
"197121760","1","0","Dropped"
"197123129","1","0","Dropped"
"197124362","1","0","Dropped"
"197125326","1","0","Dropped"
"197125702","2","0","Dropped"
"197126009","1","0","Dropped"
"197126062","1","0","Dropped"
"197126118","1","0","Dropped"
"197126146","1","0","Dropped"
"197126146","2","0","Dropped"
"197126172","1","0","Dropped"
"197126195","1","0","Dropped"
"197126227","10","0","Dropped"
"197126361","1","0","Dropped"
"197126393","1","0","Dropped"
"197126524","1","0","Dropped"
"197126586","1","0","Dropped"
"197126626","1","0","Dropped"
"197126682","1","0","Dropped"
"197126805","1","0","Dropped"
"197126922","11","11","Active"
"197126957","1","0","Dropped"
"197127002","1","0","Dropped"
"197127044","1","0","Dropped"
"197127044","1","0","Dropped"
"197152991","1","0","Dropped"
"197156036","3","0","Dropped"
"197156036","2","0","Dropped"
"197165283","1","0","Dropped"
"197165283","1","0","Dropped"
"197169603","1","0","Dropped"
"197170735","1","0","Dropped"
"197172577","1","0","Dropped"
"197176477","12","2","Active"
"197187746","1","0","Dropped"
"197251991","3","0","Dropped"
"197251991","2","0","Dropped"
"197251991","1","0","Dropped"
"197253270","1","0","Dropped"
"197253422","1","0","Dropped"
"197253533","1","0","Dropped"
"197255098","1","0","Dropped"
"197255098","2","0","Dropped"
"197257169","1","0","Dropped"
"197257169","2","0","Dropped"
"197272266","1","0","Dropped"
"197273732","1","0","Dropped"
"197273732","11","11","Lapsed"
"197280104","1","0","Dropped"
"197280104","14","2","Active"
"197365012","1","0","Dropped"
"197390235","3","0","Dropped"
"197390235","10","0","Dropped"
"197390524","4","0","Dropped"
"197412553","1","0","Dropped"
"197470813","1","0","Dropped"
"197472913","1","0","Dropped"
"197474308","1","0","Dropped"
"197474959","1","0","Dropped"
"197480424","1","0","Dropped"
"197555054","1","0","Dropped"
"197555054","3","0","Dropped"
"197555584","8","0","Dropped"
"197555584","1","0","Dropped"
"197555788","1","0","Dropped"
"197556242","1","0","Dropped"
"197556242","1","0","Dropped"
"197556339","1","0","Dropped"
"197556525","1","0","Dropped"
"197558391","4","0","Dropped"
"197710230","1","0","Dropped"
"197710664","1","0","Dropped"
"197710664","1","0","Dropped"
"197789866","1","0","Dropped"
"197805843","11","1","Active"
"197805843","4","0","Dropped"
"197805843","4","0","Dropped"
"197805843","1","0","Dropped"
"197817179","1","0","Dropped"
"197825717","1","0","Dropped"
"197895722","1","0","Dropped"
"197895743","3","0","Dropped"
"197895743","6","0","Dropped"
"197895778","1","0","Dropped"
"197930935","1","0","Dropped"
"198023309","1","0","Dropped"
"198057302","1","0","Dropped"
"198057302","2","0","Dropped"
"198072490","1","0","Dropped"
"198103959","10","4","Lapsed"
"198104062","1","0","Dropped"
"198104100","4","0","Dropped"
"198113455","11","2","Active"
"198113455","1","0","Dropped"
"198178192","1","0","Dropped"
"198188506","12","8","Active"
"198264779","2","2","Active"
"198322885","7","3","Active"
"198603169","1","0","Dropped"
"198603169","9","0","Dropped"
"198622153","1","0","Dropped"
"198622153","1","0","Dropped"
"198694845","2","2","Active"
"198724436","12","6","Active"
"198777257","1","0","Dropped"
"198814783","3","0","Dropped"
"198814783","1","0","Dropped"
"198818258","11","11","Active"
"198820672","1","0","Dropped"
"198822385","11","11","Active"
"198828260","12","0","Active"
"198828968","1","0","Dropped"
"198828968","1","0","Dropped"
"198828968","3","0","Dropped"
"198835512","11","4","Active"
"198839754","9","0","Dropped"
"198876985","1","0","Dropped"
"198881441","1","0","Dropped"
"198884435","1","0","Dropped"
"198884716","1","0","Dropped"
"198886414","7","0","Dropped"
"198888217","1","0","Dropped"
"198952059","1","0","Dropped"
"198982340","4","0","Dropped"
"198994901","1","0","Dropped"
"198997212","12","12","Active"
"199012026","1","0","Dropped"
"199017680","3","0","Dropped"
"199017680","1","0","Dropped"
"199022758","1","0","Dropped"
"199030774","1","0","Dropped"
"199116038","8","4","Active"
"199149826","10","2","Active"
"199149826","1","0","Dropped"
"199157895","10","10","Active"
"199170740","1","0","Dropped"
"199172118","1","0","Dropped"
"199176758","1","0","Dropped"
"199176758","1","0","Dropped"
"199177808","10","0","Dropped"
"199177808","1","0","Dropped"
"199218221","12","3","Active"
"199264236","1","0","Dropped"
"199295964","1","0","Dropped"
"199296003","1","0","Dropped"
"199296042","1","0","Dropped"
"199296042","1","0","Dropped"
"199296102","1","0","Dropped"
"199296102","1","0","Dropped"
"199296102","5","0","Dropped"
"199296123","1","0","Dropped"
"199296123","2","0","Dropped"
"199296186","7","0","Dropped"
"199338291","1","0","Dropped"
"199340477","1","0","Dropped"
"199340730","1","0","Dropped"
"199340730","1","0","Dropped"
"199340730","3","0","Dropped"
"199341889","1","0","Dropped"
"199341889","1","0","Dropped"
"199342981","1","0","Dropped"
"199342981","3","0","Dropped"
"199351745","3","0","Dropped"
"199351745","1","0","Dropped"
"199351745","2","0","Dropped"
"199392303","1","0","Dropped"
"199394362","12","4","Active"
"199396431","1","0","Dropped"
"199396431","1","0","Dropped"
"199397547","4","4","Active"
"199432564","9","0","Dropped"
"199450020","1","0","Dropped"
"199450020","3","0","Dropped"
"199456423","9","9","Active"
"199511912","11","11","Active"
"199537399","9","0","Dropped"
"199540029","1","0","Dropped"
"199541012","1","0","Dropped"
"199541012","1","0","Dropped"
"199548530","1","0","Dropped"
"199548530","1","0","Dropped"
"199556626","1","0","Dropped"
"199582667","1","0","Dropped"
"199583025","1","0","Dropped"
"199583025","5","0","Dropped"
"199583065","1","0","Dropped"
"199583174","1","0","Dropped"
"199583203","11","11","Active"
"199583305","1","0","Dropped"
"199586648","1","0","Dropped"
"199586681","1","0","Dropped"
"199588699","2","0","Dropped"
"199588699","1","0","Dropped"
"199654936","1","0","Dropped"
"199655987","11","11","Active"
"199657755","11","11","Lapsed"
"199658012","1","0","Dropped"
"199658050","1","0","Dropped"
"199658050","4","0","Dropped"
"199658080","1","0","Dropped"
"199658150","1","0","Dropped"
"199658150","1","0","Dropped"
"199658228","1","0","Dropped"
"199658228","3","0","Dropped"
"199658420","3","0","Dropped"
"199658420","2","0","Dropped"
"199658420","1","0","Dropped"
"199658420","3","0","Dropped"
"199658461","9","0","Dropped"
"199658778","3","0","Dropped"
"199658778","2","0","Dropped"
"199658778","1","0","Dropped"
"199658778","4","0","Dropped"
"199659707","1","0","Dropped"
"199673243","2","0","Dropped"
"199673243","1","0","Dropped"
"199682121","1","0","Dropped"
"199682121","2","0","Dropped"
"199690164","7","0","Dropped"
"199701533","1","0","Dropped"
"199701533","4","0","Dropped"
"199704415","1","0","Dropped"
"199704897","1","0","Dropped"
"199704897","5","0","Dropped"
"199704921","1","0","Dropped"
"199704921","6","0","Dropped"
"199704986","11","11","Active"
"199705077","1","0","Dropped"
"199705643","11","2","Lapsed"
"199705675","1","0","Dropped"
"199705675","1","0","Dropped"
"199705853","1","0","Dropped"
"199705928","12","8","Active"
"199705982","1","0","Dropped"
"199705982","3","0","Dropped"
"199705992","10","0","Dropped"
"199706070","1","0","Dropped"
"199706130","1","0","Dropped"
"199706130","2","0","Dropped"
"199706203","1","0","Dropped"
"199707059","1","0","Dropped"
"199707059","2","0","Dropped"
"199707097","1","0","Dropped"
"199707120","3","0","Dropped"
"199707120","1","0","Dropped"
"199766067","1","0","Dropped"
"199766067","2","0","Dropped"
"199769379","12","4","Active"
"199831821","3","0","Dropped"
"199831821","1","0","Dropped"
"199862695","12","12","Active"
"200709031","8","0","Dropped"
"200712538","9","3","Active"
"200728423","3","3","Active"
"200729848","1","0","Dropped"
"200731718","1","0","Dropped"
"200731772","1","0","Dropped"
"200731828","1","0","Dropped"
"200731874","1","0","Dropped"
"200731874","4","0","Dropped"
"200731920","1","0","Dropped"
"200732586","1","0","Dropped"
"200732632","1","0","Dropped"
"200732710","10","0","Dropped"
"200732803","1","0","Dropped"
"200732957","3","0","Dropped"
"200767371","1","0","Dropped"
"200767427","1","0","Dropped"
"200767533","1","0","Dropped"
"200767570","1","0","Dropped"
"200768079","1","0","Dropped"
"200768246","1","0","Dropped"
"200768314","1","0","Dropped"
"200768367","1","0","Dropped"
"200768421","8","0","Dropped"
"200768472","1","0","Dropped"
"200775755","3","0","Dropped"
"200775755","2","0","Dropped"
"200775755","1","0","Dropped"
"200775755","11","4","Lapsed"
"200781964","3","0","Dropped"
"200806887","1","0","Dropped"
"200809213","1","0","Dropped"
"200810937","1","0","Dropped"
"200814131","1","0","Dropped"
"200814131","2","0","Dropped"
"200815031","1","0","Dropped"
"200815089","11","11","Active"
"200815267","4","0","Dropped"
"200816401","2","0","Dropped"
"200817774","1","0","Dropped"
"200829202","1","0","Dropped"
"200845129","1","0","Dropped"
"200845851","5","0","Dropped"
"200846630","9","0","Dropped"
"200859945","1","0","Dropped"
"200860357","11","2","Active"
"200861080","1","0","Dropped"
"200862626","11","11","Active"
"201029622","1","0","Dropped"
"201029622","2","0","Dropped"
"201032985","1","0","Dropped"
"201046654","1","0","Dropped"
"201046654","2","0","Dropped"
"201057372","1","0","Dropped"
"201057372","3","0","Dropped"
"201061907","1","0","Dropped"
"201062664","4","0","Dropped"
"201062664","1","0","Dropped"
"201064069","1","0","Dropped"
"201064073","11","11","Active"
"201064080","1","0","Dropped"
"201064089","9","0","Dropped"
"201066018","1","0","Dropped"
"201066024","1","0","Dropped"
"201066024","1","0","Dropped"
"201066722","1","0","Dropped"
"201067193","1","0","Dropped"
"201067747","1","0","Dropped"
"201068520","1","0","Dropped"
"201068530","1","0","Dropped"
"201068867","4","0","Dropped"
"201069219","8","0","Dropped"
"201070131","1","0","Dropped"
"201070136","1","0","Dropped"
"201071547","1","0","Dropped"
"201071551","1","0","Dropped"
"201071557","1","0","Dropped"
"201071560","1","0","Dropped"
"201071563","1","0","Dropped"
"201102126","1","0","Dropped"
"201159301","0","0","Active"
"201218593","4","4","Active"
"201363140","6","6","Active"
"201409288","12","5","Active"
"201449131","1","0","Dropped"
"201482480","1","0","Dropped"
"201487423","1","0","Dropped"
"201487423","1","0","Dropped"
"201492558","11","11","Active"
"201495531","2","0","Dropped"
"201495531","1","0","Dropped"
"201497950","1","0","Dropped"
"201497950","11","4","Active"
"201498785","11","11","Active"
"201498877","1","0","Dropped"
"201499004","11","11","Active"
"201499092","1","0","Dropped"
"201499092","4","0","Dropped"
"201499487","11","11","Active"
"201499894","1","0","Dropped"
"201499894","1","0","Dropped"
"201500396","1","0","Dropped"
"201500396","6","0","Dropped"
"201500430","1","0","Dropped"
"201500448","1","0","Dropped"
"201500476","1","0","Dropped"
"201500476","5","0","Dropped"
"201500495","1","0","Dropped"
"201500530","1","0","Dropped"
"201500530","2","0","Dropped"
"201500539","1","0","Dropped"
"201500565","1","0","Dropped"
"201500565","3","0","Dropped"
"201500649","11","11","Active"
"201500676","11","11","Active"
"201500718","1","0","Dropped"
"201500749","8","0","Dropped"
"201500822","6","0","Dropped"
"201500822","1","0","Dropped"
"201500893","1","0","Dropped"
"201500893","1","0","Dropped"
"201539628","1","0","Dropped"
"201560940","2","0","Dropped"
"201560940","1","0","Dropped"
"201560940","3","0","Dropped"
"201621860","1","0","Dropped"
"201663263","1","0","Dropped"
"201663263","5","0","Dropped"
"201663326","1","0","Dropped"
"201663326","1","0","Dropped"
"201666230","1","0","Dropped"
"201683609","3","0","Dropped"
"201691826","2","0","Dropped"
"201693502","11","11","Active"
"201694368","1","0","Dropped"
"201694368","1","0","Dropped"
"201694368","5","0","Dropped"
"201713523","1","0","Dropped"
"201733937","9","0","Dropped"
"201737151","1","0","Dropped"
"201745269","1","0","Dropped"
"201747168","1","0","Dropped"
"201747168","4","0","Dropped"
"201747584","1","0","Dropped"
"201747584","4","0","Dropped"
"201748620","1","0","Dropped"
"201748620","1","0","Dropped"
"201749007","1","0","Dropped"
"201865433","1","0","Dropped"
"202058224","1","0","Dropped"
"202060706","3","3","Active"
"202072217","11","11","Active"
"202080344","1","0","Dropped"
"202080683","1","0","Dropped"
"202080898","1","0","Dropped"
"202080924","1","0","Dropped"
"202080929","5","0","Dropped"
"202080984","1","0","Dropped"
"202080984","11","2","Active"
"202080994","10","10","Active"
"202081006","1","0","Dropped"
"202081006","2","0","Dropped"
"202081046","5","0","Dropped"
"202081125","3","0","Dropped"
"202081260","1","0","Dropped"
"202081260","1","0","Dropped"
"202081271","1","0","Dropped"
"202081492","1","0","Dropped"
"202081736","12","2","Active"
"202081788","12","3","Active"
"202082296","1","0","Dropped"
"202082489","1","0","Dropped"
"202082511","7","0","Dropped"
"202082562","1","0","Dropped"
"202082749","1","0","Dropped"
"202082773","12","3","Active"
"202082835","8","8","Active"
"202082931","1","0","Dropped"
"202083074","1","0","Dropped"
"202083292","12","3","Active"
"202083293","11","7","Active"
"202083350","1","0","Dropped"
"202083359","1","0","Dropped"
"202083359","2","0","Dropped"
"202083589","5","0","Dropped"
"202090185","12","3","Active"
"202090296","1","0","Dropped"
"202090490","3","0","Dropped"
"202090490","1","0","Dropped"
"202090504","1","0","Dropped"
"202090750","6","0","Dropped"
"202091008","1","0","Dropped"
"202091008","11","4","Active"
"202091245","1","0","Dropped"
"202091245","5","0","Dropped"
"202092324","1","0","Dropped"
"202092439","4","0","Dropped"
"202093836","12","4","Lapsed"
"202093849","7","0","Dropped"
"202093860","11","11","Active"
"202093929","1","1","Active"
"202094217","12","6","Active"
"202094291","12","0","Active"
"202094674","1","0","Dropped"
"202094813","1","0","Dropped"
"202094953","0","0","Active"
"202094953","12","3","Active"
"202095225","1","0","Dropped"
"202095225","2","0","Dropped"
"202095455","1","0","Dropped"
"202095520","1","0","Dropped"
"202095531","1","0","Dropped"
"202095538","5","0","Dropped"
"202106546","12","4","Active"
"202106631","12","4","Active"
"202107097","1","0","Dropped"
"202107389","1","0","Dropped"
"202107389","11","2","Active"
"202107610","12","11","Active"
"202107719","1","0","Dropped"
"202108198","1","0","Dropped"
"202108464","1","0","Dropped"
"202108464","1","0","Dropped"
"202108585","1","0","Dropped"
"202108585","1","0","Dropped"
"202108596","1","0","Dropped"
"202108596","1","0","Dropped"
"202108744","4","0","Dropped"
"202108758","12","4","Active"
"202117665","1","0","Dropped"
"202117749","12","8","Active"
"202117945","1","0","Dropped"
"202117998","8","0","Dropped"
"202118115","1","0","Dropped"
"202118132","8","0","Dropped"
"202118236","1","0","Dropped"
"202118285","11","6","Active"
"202118385","3","0","Dropped"
"202118596","4","0","Dropped"
"202120270","1","0","Dropped"
"202120270","2","0","Dropped"
"202121023","1","0","Dropped"
"202121322","12","8","Active"
"202121364","1","0","Dropped"
"202121364","2","0","Dropped"
"202126195","5","3","Active"
"202130703","7","0","Dropped"
"202131309","12","4","Active"
"202132840","1","0","Dropped"
"202132840","2","0","Dropped"
"202136734","5","0","Dropped"
"202138940","7","0","Dropped"
"202139544","1","0","Dropped"
"202140071","1","0","Dropped"
"202140071","3","0","Dropped"
"202141344","1","0","Dropped"
"202141344","11","3","Active"
"202141439","12","2","Active"
"202146812","1","0","Dropped"
"202147117","1","0","Dropped"
"202148271","2","0","Dropped"
"202149283","1","0","Dropped"
"202150260","4","0","Dropped"
"202151408","1","0","Dropped"
"202151466","11","6","Active"
"202152142","1","0","Dropped"
"202152142","1","0","Dropped"
"202152276","12","4","Active"
"202153331","5","0","Dropped"
"202153338","1","0","Dropped"
"202153367","1","0","Dropped"
"202153367","1","0","Dropped"
"202153392","1","0","Dropped"
"202153425","1","0","Dropped"
"202153453","1","0","Dropped"
"202153503","11","5","Active"
"202153539","1","0","Dropped"
"202153560","1","0","Dropped"
"202153611","3","0","Dropped"
"202153632","1","0","Dropped"
"202153659","1","0","Dropped"
"202153684","1","0","Dropped"
"202153705","1","0","Dropped"
"202153887","1","0","Dropped"
"202153887","10","1","Lapsed"
"202153935","1","0","Dropped"
"202154000","1","0","Dropped"
"202154324","12","3","Active"
"202157102","1","0","Dropped"
"202160383","1","0","Dropped"
"202160394","1","0","Dropped"
"202160394","1","0","Dropped"
"202168138","1","0","Dropped"
"202168453","11","1","Lapsed"
"202168453","0","0","Dropped"
"202168815","1","0","Dropped"
"202168815","6","0","Dropped"
"202169030","1","0","Dropped"
"202169030","1","0","Dropped"
"202169030","12","3","Active"
"202169030","4","0","Dropped"
"202169030","3","0","Dropped"
"202169030","2","0","Dropped"
"202169661","12","4","Active"
"202170267","4","0","Dropped"
"202170267","1","0","Dropped"
"202170668","5","0","Dropped"
"202171799","2","2","Active"
"202171799","9","0","Dropped"
"202172371","7","0","Dropped"
"202175507","1","0","Dropped"
"202176688","1","0","Dropped"
"202176693","1","0","Dropped"
"202176693","11","3","Active"
"202176949","1","0","Dropped"
"202176949","2","0","Dropped"
"202185382","1","0","Dropped"
"202187497","11","11","Active"
"202196489","1","0","Dropped"
"202196489","4","0","Dropped"
"202204659","12","3","Active"
"202215861","10","10","Active"
"202215926","1","0","Dropped"
"202215926","6","0","Dropped"
"202229462","1","0","Dropped"
"202425688","1","0","Dropped"
"202434392","1","0","Dropped"
"202434392","2","0","Dropped"
"202448128","1","0","Dropped"
"202454814","5","5","Active"
"202454814","9","9","Active"
"202454814","10","10","Active"
"202455793","4","0","Dropped"
"202456378","10","10","Active"
"202457992","3","0","Dropped"
"202458310","11","11","Active"
"202475689","1","0","Dropped"
"202485091","4","0","Dropped"
"202485091","13","1","Active"
"202485091","10","10","Active"
"202492901","5","5","Active"
"202492901","8","8","Active"
"202538073","1","0","Dropped"
"202540978","1","0","Dropped"
"202540978","11","1","Active"
"202542905","1","0","Dropped"
"202543999","7","0","Dropped"
"202545615","1","0","Dropped"
"202545615","1","0","Dropped"
"202545622","1","0","Dropped"
"202545622","2","0","Dropped"
"202545960","5","0","Dropped"
"202547384","3","0","Dropped"
"202547384","1","0","Dropped"
"202548437","1","0","Dropped"
"202548437","11","0","Active"
"202554926","1","0","Dropped"
"202556028","1","0","Dropped"
"202567683","12","5","Active"
"202567742","1","0","Dropped"
"202579178","11","5","Active"
"202579434","1","0","Dropped"
"202604397","1","0","Dropped"
"202604397","1","0","Dropped"
"202605131","1","0","Dropped"
"202605984","5","0","Dropped"
"202606023","5","0","Dropped"
"202607427","1","0","Dropped"
"202607642","1","0","Dropped"
"202608653","12","4","Active"
"202610152","2","0","Dropped"
"202611242","12","8","Active"
"202611460","12","3","Active"
"202613474","1","0","Dropped"
"202614830","2","0","Dropped"
"202614830","1","0","Dropped"
"202614830","14","3","Active"
"202621663","1","0","Dropped"
"202624990","11","4","Active"
"202625955","5","0","Dropped"
"202626683","1","0","Dropped"
"202626683","1","0","Dropped"
"202633305","11","11","Active"
"202633324","6","0","Dropped"
"202641025","2","0","Dropped"
"202641025","1","0","Dropped"
"202649923","1","0","Dropped"
"202652247","1","0","Dropped"
"202652247","2","0","Dropped"
"202653666","12","3","Active"
"202653950","1","0","Dropped"
"202653950","1","0","Dropped"
"202657945","1","0","Dropped"
"202657945","1","0","Dropped"
"202662178","0","0","Active"
"202662357","1","0","Dropped"
"202662422","1","0","Dropped"
"202665488","1","0","Dropped"
"202665488","1","0","Dropped"
"202665706","10","2","Lapsed"
"202665886","1","0","Dropped"
"202665886","1","0","Dropped"
"202665904","7","0","Dropped"
"202665964","1","0","Dropped"
"202665964","1","0","Dropped"
"202665972","11","11","Active"
"202665980","1","0","Dropped"
"202665980","2","0","Dropped"
"202665989","1","0","Dropped"
"202668668","1","0","Dropped"
"202785810","1","0","Dropped"
"202787725","12","11","Active"
"202791016","1","0","Dropped"
"202794395","11","7","Active"
"202797289","12","1","Active"
"202805195","1","0","Dropped"
"202805195","1","0","Dropped"
"202805195","12","4","Active"
"202805195","3","0","Dropped"
"202805195","2","0","Dropped"
"202808391","1","0","Dropped"
"202830183","1","0","Dropped"
"202830417","12","1","Active"
"202830417","4","0","Dropped"
"202845751","1","0","Dropped"
"202845751","2","0","Dropped"
"202854923","8","0","Dropped"
"202859605","1","0","Dropped"
"202863926","1","0","Dropped"
"202915467","1","0","Dropped"
"202944497","1","0","Dropped"
"202944679","1","0","Dropped"
"202944949","1","0","Dropped"
"202945039","1","0","Dropped"
"202945106","1","0","Dropped"
"202945149","1","0","Dropped"
"202945278","1","0","Dropped"
"202945514","9","0","Dropped"
"202945578","1","0","Dropped"
"202945638","3","0","Dropped"
"202945710","1","0","Dropped"
"202945710","1","0","Dropped"
"202945852","11","5","Lapsed"
"202945893","1","0","Dropped"
"202946000","1","0","Dropped"
"202946044","11","11","Active"
"202946607","1","0","Dropped"
"202946717","1","0","Dropped"
"202947068","1","0","Dropped"
"202947127","1","0","Dropped"
"202947171","7","0","Dropped"
"202971905","1","0","Dropped"
"202977309","4","0","Dropped"
"202977337","12","11","Active"
"202977372","1","0","Dropped"
"202977411","1","0","Dropped"
"202977443","1","0","Dropped"
"202977468","12","2","Active"
"202977515","1","0","Dropped"
"202977551","1","0","Dropped"
"202977575","1","0","Dropped"
"202977621","1","0","Dropped"
"202977638","1","0","Dropped"
"202977666","1","0","Dropped"
"202977686","1","0","Dropped"
"202977714","6","0","Dropped"
"202977714","1","0","Dropped"
"202977888","1","0","Dropped"
"202977888","3","0","Dropped"
"202978048","1","0","Dropped"
"202978253","1","0","Dropped"
"202978321","7","0","Dropped"
"202978373","1","0","Dropped"
"202978373","3","0","Dropped"
"202978756","8","0","Dropped"
"202978955","1","0","Dropped"
"202978955","2","0","Dropped"
"202978971","1","0","Dropped"
"202978971","2","0","Dropped"
"203191271","1","0","Dropped"
"203244894","2","0","Dropped"
"203244894","1","0","Dropped"
"203290741","11","6","Active"
"203297114","0","0","Active"
"203298359","1","0","Dropped"
"203301931","7","0","Dropped"
"203301931","3","0","Dropped"
"203301931","2","0","Dropped"
"203302446","5","0","Dropped"
"203302692","3","0","Dropped"
"203302692","2","0","Dropped"
"203302692","1","0","Dropped"
"203302692","11","11","Active"
"203302896","1","0","Dropped"
"203320963","1","1","Active"
"203325646","5","0","Dropped"
"203326575","12","4","Active"
"203355035","1","0","Dropped"
"203355069","11","4","Lapsed"
"203355110","2","0","Dropped"
"203357353","5","0","Dropped"
"203363692","1","0","Dropped"
"203365158","11","1","Lapsed"
"203373998","1","0","Dropped"
"203373998","11","3","Active"
"203431614","1","0","Dropped"
"203431614","1","0","Dropped"
"203431614","1","0","Dropped"
"203432602","0","0","Dropped"
"203432602","1","0","Dropped"
"203432602","1","0","Dropped"
"203435327","11","11","Active"
"203451690","10","0","Dropped"
"203458761","7","0","Dropped"
"203481305","1","0","Dropped"
"203481305","1","0","Dropped"
"203481305","4","0","Dropped"
"203481305","3","0","Dropped"
"203481305","2","0","Dropped"
"203581703","11","7","Active"
"203582938","5","5","Active"
"203582938","1","0","Dropped"
"203584751","4","4","Active"
"203584751","10","10","Active"
"203587285","12","12","Active"
"203596134","4","0","Dropped"
"203596134","2","0","Dropped"
"203596134","1","0","Dropped"
"203596134","1","0","Dropped"
"203614635","2","0","Dropped"
"203614635","1","0","Dropped"
"203655636","1","0","Dropped"
"203663473","11","11","Active"
"203948878","5","0","Dropped"
"204039561","1","0","Dropped"
"204041955","1","0","Dropped"
"204042441","12","4","Active"
"204042591","1","0","Dropped"
"204042762","1","0","Dropped"
"204061148","1","0","Dropped"
"204061148","2","0","Dropped"
"204122024","1","0","Dropped"
"204122024","11","0","Active"
"204168027","1","0","Dropped"
"204168467","1","0","Dropped"
"204185828","12","4","Active"
"204192428","1","0","Dropped"
"204200059","1","0","Dropped"
"204201165","11","4","Active"
"204324200","1","0","Dropped"
"204324200","12","0","Active"
"204361153","2","2","Active"
"204363057","5","0","Dropped"
"204369701","9","9","Active"
"204369701","1","0","Dropped"
"204386712","1","0","Dropped"
"204386712","1","0","Dropped"
"204390822","1","0","Dropped"
"204390822","4","0","Dropped"
"204390890","1","0","Dropped"
"204390890","1","0","Dropped"
"204394220","1","0","Dropped"
"204410171","2","0","Dropped"
"204417376","4","4","Active"
"204418447","8","8","Active"
"204420879","4","4","Active"
"204456674","12","12","Active"
"204521849","1","0","Dropped"
"204583739","1","0","Dropped"
"204583739","3","0","Dropped"
"204584364","11","11","Active"
"204584554","1","0","Dropped"
"204584989","1","0","Dropped"
"204585506","1","0","Dropped"
"204587001","1","0","Dropped"
"204587001","1","0","Dropped"
"204588400","1","0","Dropped"
